caption_index,image_id,caption
2069,1414779054_31946f9dfc,a young boy wearing blue jumps off of a cement sidewalk .
2070,1414820925_3504c394e1,a man in red shorts jumping in back of a volleyball net .
2071,1414820925_3504c394e1,a man in red shorts jumps behind a volleyball net .
2072,1414820925_3504c394e1,a man in red swim trunks playing volleyball .
2073,1414820925_3504c394e1,athletic man spiking volleyball .
2074,1414820925_3504c394e1,guy in red shorts jumping up in front of volleyball net
2075,1415591512_a84644750c,a girl in boots is active in the grass .
2076,1415591512_a84644750c,a girl is playing in the mud near a car .
2077,1415591512_a84644750c,"a young girl in front of a silver car wearing boots , demonstrates some interesting moves ."
2078,1415591512_a84644750c,little girl moving quickly on grass beside silver car .
2079,1415591512_a84644750c,the little girl is spinning around making her hair fly in front of the silver car .
2080,1417031097_ab656bc4bd,a person is laughing on a roller coaster ride .
2081,1417031097_ab656bc4bd,a photo of a ride at an amusement park on an overcast day .
2082,1417031097_ab656bc4bd,people are in a ride that drops you from a great height .
2083,1417031097_ab656bc4bd,people on an amusement park ride .
2084,1417031097_ab656bc4bd,people on a ride at a fair .
2085,1417295167_5299df6db8,a man holds a drink in one hand and looks at his cellphone .
2086,1417295167_5299df6db8,a man stares intently at his cellphone as he carries a green-colored drink .
2087,1417295167_5299df6db8,a man wearing glasses is reading his cellphone and holding a drink in the other hand .
2088,1417295167_5299df6db8,the man holds a drink and uses his cellphone .
2089,1417295167_5299df6db8,the young man is holding a drink and checking his cellphone .
2090,141755290_4b954529f3,a vendor in all pink and red clothing is preparing her wears while looking forward .
2091,141755290_4b954529f3,a woman in an red tracksuit squeezing lemons in a press .
2092,141755290_4b954529f3,a woman wearing a floral necklace makes a drink and smiles .
2093,141755290_4b954529f3,the lady is selling freshly squeezed lemonade .
2094,141755290_4b954529f3,the woman is squeezing juice to make drinks .
2095,141755292_7a0b3364cf,a man and woman are at a catered dinner getting food .
2096,141755292_7a0b3364cf,an asian couple dip their plates at a buffet .
2097,141755292_7a0b3364cf,a young man and a young woman serve food
2098,141755292_7a0b3364cf,girl and boy serving food on plate
2099,141755292_7a0b3364cf,two young people serve food .
2100,1417637704_572b4d6557,two children peek out .
2101,1417637704_572b4d6557,two children with brown hair in a trunk of a car .
2102,1417637704_572b4d6557,two small children pop their heads out of the trunk of a car in cold weather .
2103,1417637704_572b4d6557,two small children sitting in the trunk of a car .
2104,1417637704_572b4d6557,two young children sitting in the trunk of a car
2105,1417882092_c94c251eb3,two guys standing side by side .
2106,1417882092_c94c251eb3,two male spectators
2107,1417882092_c94c251eb3,two men are watching something .
2108,1417882092_c94c251eb3,two men wearing black in a city
2109,1417882092_c94c251eb3,two young men dressed in black stand next to each other looking at something .
2110,1417941060_2a0f7908bc,a baby plays with a young boys face .
2111,1417941060_2a0f7908bc,a baby touches the mans face while he is lying down .
2112,1417941060_2a0f7908bc,a boy who seems ill is being touched in the face by a toddler .
2113,1417941060_2a0f7908bc,a little baby holds the head of his older brother
2114,1417941060_2a0f7908bc,an infant sitting on a cot reaching over to touch the face of an older boy .
2115,1418019748_51c7d59c11,"a man dressed in a white shirt , blue baseball cap while wearing gloves , holding a red and white checkered food wrapping ."
2116,1418019748_51c7d59c11,a man in a white shirt and blue hat is speaking .
2117,1418019748_51c7d59c11,a man wearing a white shirt and gloves is holding a checkered box .
2118,1418019748_51c7d59c11,an older man in a baseball cap
2119,1418019748_51c7d59c11,man in white shirt and black cap hands out food tray .
2120,1418266617_b32143275b,a black and white dog jumps over a pole while splashing water around .
2121,1418266617_b32143275b,a wet dog is jumping over a hurdle .
2122,1418266617_b32143275b,a wet dog jumps over a bar .
2123,1418266617_b32143275b,a wet spaniel clears a jump .
2124,1418266617_b32143275b,"a wet , white dog is jumping over obstacles ."
2125,1418503947_953d373632,a man in an orange hat pulls a cigarette out of a box .
2126,1418503947_953d373632,a man reaches into his pack for a cigarette .
2127,1418503947_953d373632,a man takes out a cigarette .
2128,1418503947_953d373632,a man with a orange hat and a brown jacket has a cigarette in his mouth .
2129,1418503947_953d373632,there is a man with a brown hat lighting a cigarette .
2130,1419286010_b59af3962a,a fisherman is reeling his rod while another relaxes in a boat on water .
2131,1419286010_b59af3962a,a man in a gray cap fishing .
2132,1419286010_b59af3962a,a man sits in a boat and holds a fishing pole while another lays down .
2133,1419286010_b59af3962a,a man wearing a grey hat fishing out of a fishing boat .
2134,1419286010_b59af3962a,two men in a boat fishing .
2135,1419385780_1383ec7ba9,a man wearing blue has a mohawk
2136,1419385780_1383ec7ba9,a man with a brown mohawk and white shirt is wrapping his arm .
2137,1419385780_1383ec7ba9,a man with gelled hair in a mohawk style sitting in the shade .
2138,1419385780_1383ec7ba9,the man has a large mohawk and is sitting outside .
2139,1419385780_1383ec7ba9,the man is tying a yellow ribbon on his wrist .
2140,1420060020_7a6984e2ea,a boy wears a ninja suit and strikes a pose .
2141,1420060020_7a6984e2ea,"a child in a black overall karate costume with a red front and yellow bird on it , attacking ."
2142,1420060020_7a6984e2ea,a masked person in a fight stance .
2143,1420060020_7a6984e2ea,a person in costume doing martial arts .
2144,1420060020_7a6984e2ea,the person is wearing a black and red outfit and is practicing combat .
2145,1420060118_aed262d606,a child dressed as a ninja is jumping through the air under a large tree .
2146,1420060118_aed262d606,a child in a ninja outfit does a jumping kick .
2147,1420060118_aed262d606,a man wearing a martial arts uniform is jumping through the air .
2148,1420060118_aed262d606,a person with a black and red outfit and a black hood is up in the air .
2149,1420060118_aed262d606,a young ninja jumps into the air .
2150,1423126855_6cd2a3956c,a hiker poses in a green field with sheep .
2151,1423126855_6cd2a3956c,a man carrying a backpack on his back walks in a large field of grass .
2152,1423126855_6cd2a3956c,a man in a field wearing a backpack and there are sheep and mountains behind him .
2153,1423126855_6cd2a3956c,a man wearing a hiking backpack is leaning on a wooden pole
2154,1423126855_6cd2a3956c,a man wearing a black shirt is standing next to a pole in a grassy field .
2155,1423997242_ea2189ec5e,a hiker resting in a field .
2156,1423997242_ea2189ec5e,a man enjoys a peaceful solitary moment while camping .
2157,1423997242_ea2189ec5e,a man relaxes with his backpack .
2158,1423997242_ea2189ec5e,a man sits on a field near a backpack .
2159,1423997242_ea2189ec5e,a man with a backpack takes a rest in the tall grass .
2160,1424237335_b3be9920ba,two children hang from a metal bar close to the ground .
2161,1424237335_b3be9920ba,two little girls are hanging by their arms from a metal bar .
2162,1424237335_b3be9920ba,two little girls hang on a bar in front of a wooden fence .
2163,1424237335_b3be9920ba,"two little girls , wearing pink hanging on a tube ."
2164,1424237335_b3be9920ba,two smiling little blonde girls in pink pants swing from a metal bar .
2165,1424775129_ffea9c13ab,a little boy walking on railroad tracks .
2166,1424775129_ffea9c13ab,a little boy walks along railroad tracks in the woods .
2167,1424775129_ffea9c13ab,little boy walking with stick on tracks
2168,1424775129_ffea9c13ab,the little boy walks along the railroad tracks with his stick .
2169,1424775129_ffea9c13ab,there is a little boy in a red jacket walking down the railroad tracks and holding a stick .
2170,1425013325_bff69bc9da,two big german shephard dogs play in the water .
2171,1425013325_bff69bc9da,two black dogs splash around on the beach .
2172,1425013325_bff69bc9da,two dogs are playing with each other on a beach by the ocean .
2173,1425013325_bff69bc9da,two dogs playing in water on the beach
2174,1425013325_bff69bc9da,two dogs play together splashing in a lake
2175,1425069308_488e5fcf9d,a dog on two legs with its mouth opened toward a blue ball in the air .
2176,1425069308_488e5fcf9d,a white dog catching a blue ball
2177,1425069308_488e5fcf9d,a white dog jumps to catch a blue ball in a living room .
2178,1425069308_488e5fcf9d,the dog is jumping in the air to catch a ball .
2179,1425069308_488e5fcf9d,"two dogs in a family room are playing , one is catching a ball in its mouth ."
2180,1425069590_570cc7c2d8,a girl begins to climb a red piece of playground equipment .
2181,1425069590_570cc7c2d8,a little girl climbing at a playground .
2182,1425069590_570cc7c2d8,a little girl dressed in yellow is holding onto two red handles .
2183,1425069590_570cc7c2d8,a small girl dressed in yellow wearing flip flops climbing onto red playground equipment .
2184,1425069590_570cc7c2d8,a young girl makes her way onto red recreational equipment .
2185,1425485485_d7c97a5470,a girl touches a boys face ; both are smiling .
2186,1425485485_d7c97a5470,a girl with her eyes closed is touching a boy 's cheeks .
2187,1425485485_d7c97a5470,little girl laughing and touching a boy 's face as they lean toward each other .
2188,1425485485_d7c97a5470,"two children , a boy and a girl ."
2189,1425485485_d7c97a5470,two children facing each other and laughing .
2190,1425919702_ddb761aeec,a crowd of people are sitting in seats in a sports ground bleachers .
2191,1425919702_ddb761aeec,a group of people sitting at a sporting event .
2192,1425919702_ddb761aeec,a group of people sit watching an event behind a tim hortons sign .
2193,1425919702_ddb761aeec,people wait patiently in the seats for the show to begin .
2194,1425919702_ddb761aeec,two men wearing hats are shown at the front of a crowd of people .
2195,1426014905_da60d72957,a man in a suit along the railing of a balcony that has a very high view .
2196,1426014905_da60d72957,a man stands alone near a white fence .
2197,1426014905_da60d72957,a man stands and reads something by a railing overlooking a town .
2198,1426014905_da60d72957,a man stands at the end of a pier reading a book against a blue sky .
2199,1426014905_da60d72957,man is standing next to the railing with beautiful clouds in the background .
2200,1427391496_ea512cbe7f,a child in a black shirt standing on a wooden dock near a picnic table .
2201,1427391496_ea512cbe7f,a little boy is smiling for the camera on a playground
2202,1427391496_ea512cbe7f,a young boy holds onto a blue handle on a pier .
2203,1427391496_ea512cbe7f,a young child stands on a wood dock next to the water .
2204,1427391496_ea512cbe7f,boy in green sweater with white stripe on sleeve standing on wood planked floor with body of water in the background .
2205,142802798_962a4ec5ce,a boy in a green shirt on a skateboard on a stone wall with graffiti
2206,142802798_962a4ec5ce,a man in a green t-shirt is skateboarding along a graffiti covered wall in front of a blue door .
2207,142802798_962a4ec5ce,a skateboarder doing a trick on a stone wall .
2208,142802798_962a4ec5ce,a skater rides his board on a ramp .
2209,142802798_962a4ec5ce,the boys rides his skateboard up the wall .
2210,1428578577_82864facae,two hikers wearing dark clothes rest on a snow covered peak .
2211,1428578577_82864facae,"two people pose for a picture amidst a snowy , rocky landscape ."
2212,1428578577_82864facae,two people standing at the edge of a snow covered cliff .
2213,1428578577_82864facae,two people standing on top of a rock in the middle of snow and cloud .
2214,1428578577_82864facae,two people stand on the edge of a recently snowed on cliff .
2215,1428641354_f7453afbea,a woman and a boy are making hamburgers in the kitchen .
2216,1428641354_f7453afbea,a woman in a white shirt prepares a large meal of hamburgers .
2217,1428641354_f7453afbea,a woman is holding a jar of mustard and a boy is looking at a tray of hamburgers .
2218,1428641354_f7453afbea,"the woman has a blue shirt on with a kid to her side , and she is making hamburgers ."
2219,1428641354_f7453afbea,woman and young boy stand in a kitchen with a spread of burgers in front of them .
2220,1428681303_04213524e3,children climbing statue .
2221,1428681303_04213524e3,small children climb a statue in a park .
2222,1428681303_04213524e3,two children climbing on top of art .
2223,1428681303_04213524e3,two children playing on a statue
2224,1428681303_04213524e3,two little kids crawl up to a large statue outdoors .
2225,1429546659_44cb09cbe2,a white dog and a black dog in a field .
2226,1429546659_44cb09cbe2,a white dog with a branch in his mouth and a black dog .
2227,1429546659_44cb09cbe2,a white dog with a stick in his mouth standing next to a black dog .
2228,1429546659_44cb09cbe2,"two dogs are standing next to each other , and the white dog has a stick in its mouth ."
2229,1429546659_44cb09cbe2,two dogs stand in the brown grass .
2230,1429723917_6af585e4c0,a bald man with a tattooed head stands next to a man with a brown t-shirt in front of a transparent awning .
2231,1429723917_6af585e4c0,a bald man with tattoos on his head a face stands with a man in tan with backs turned to the camera .
2232,1429723917_6af585e4c0,two men are standing : one has body modifications and the other is wearing a hat .
2233,1429723917_6af585e4c0,"two men , one of which is bald , in a bathroom ."
2234,1429723917_6af585e4c0,"two men walk down a street , one with a black shirt and facial tattoos ."
2235,1429814475_0b592b9995,a lady sitting down and someone with black shorts and shoes
2236,1429814475_0b592b9995,a lady with a scooter sits on the side of the sidewalk .
2237,1429814475_0b592b9995,a woman sits on the curb next to a scooter talking to a man .
2238,1429814475_0b592b9995,the lady rest on the curb after riding her razer .
2239,1429814475_0b592b9995,the woman is sitting on a short concrete wall next to a scooter .
2240,1430154945_71bbaa094a,a mother helps her little boy eat his food by feeding him by hand .
2241,1430154945_71bbaa094a,a mother is trying to get her son to eat food at a restaurant .
2242,1430154945_71bbaa094a,"at a table in a restaurant , a girl is trying to get a little boy to eat ."
2243,1430154945_71bbaa094a,a young lady wearing yellow is feeding a small child at the table .
2244,1430154945_71bbaa094a,woman sitting at table feeding child who is sitting on her lap
2245,1432179046_8e3d75cf81,a man in the near distance is pointing to a silver sedan near him .
2246,1432179046_8e3d75cf81,a man is playing tennis with himself against a large wall in a parking lot .
2247,1432179046_8e3d75cf81,a man walks toward a car in a parking lot .
2248,1432179046_8e3d75cf81,man stands outside against wall with tennis racket in dark .
2249,1432179046_8e3d75cf81,the man is playing tennis against the building .
2250,1432342377_3e41603f26,a man and a woman are standing on the curb .
2251,1432342377_3e41603f26,a woman wearing a blue shirt and high heels stands on the sidewalk next to a man .
2252,1432342377_3e41603f26,two people are standing near a curb outside a store .
2253,1432342377_3e41603f26,two people standing on the side of a city street .
2254,1432342377_3e41603f26,two people wait to cross the street .
2255,143237785_93f81b3201,a man holding a fish .
2256,143237785_93f81b3201,a man holds a fish in both hands .
2257,143237785_93f81b3201,a man holds a large fish on a boat .
2258,143237785_93f81b3201,someone is holding up a green fish for display outdoors .
2259,143237785_93f81b3201,the person in blue jeans holds a yellow fish .
2260,1433088025_bce2cb69f8,"a crowd is watching 2 shirtless men , one in yellow pants and one in black shorts perfom ."
2261,1433088025_bce2cb69f8,a man in yellow pants and wearing no shirt is being watched by many people .
2262,1433088025_bce2cb69f8,a muscular man in yellow pants .
2263,1433088025_bce2cb69f8,the man in the yellow pants is raising his arms .
2264,1433088025_bce2cb69f8,there is a man with yellow pants and a man with black pants .
2265,1433142189_cda8652603,a hiker is walking a treeless path up a hill .
2266,1433142189_cda8652603,a man is backpacking up a grassy hill .
2267,1433142189_cda8652603,a man with a big backpack is walking through a grass trail up a hill .
2268,1433142189_cda8652603,person hiking up a grassy trail toward a large hill .
2269,1433142189_cda8652603,the hiker is following a trail uphill .
2270,1433397131_8634fa6664,a baby lies almost completely covered by bright colored plastic balls .
2271,1433397131_8634fa6664,a child hidden by balls
2272,1433397131_8634fa6664,a number of colorful balls hide children .
2273,1433397131_8634fa6664,a young child partially concealed by a pile of colored balls .
2274,1433397131_8634fa6664,there are many different colored balls .
2275,1433577867_39a1510c43,a wet white dog is splashing in the water with a stick in its mouth .
2276,1433577867_39a1510c43,a white dog is in the water .
2277,1433577867_39a1510c43,a white dog treads the water with sticks in its mouth .
2278,1433577867_39a1510c43,a white dog with red collar splashes in the water .
2279,1433577867_39a1510c43,the dog is wading through shallow water while holding something in its mouth .
2280,1434005938_ad75c8598c,a man is carrying a large backpack and looking over some green fields .
2281,1434005938_ad75c8598c,a man wears a backpack .
2282,1434005938_ad75c8598c,a man with a large hiking backpack outside
2283,1434005938_ad75c8598c,a person wearing a blue backpack stands on a field above a scenic view .
2284,1434005938_ad75c8598c,person with a backpack in a field
2285,1434607942_da5432c28c,a child rides on a man 's shoulders .
2286,1434607942_da5432c28c,a child wearing a red jacket is sitting on the man 's shoulders .
2287,1434607942_da5432c28c,a man carrying a girl on his shoulders .
2288,1434607942_da5432c28c,a small child in a red jacket is sitting on a man 's shoulders and holding his head .
2289,1434607942_da5432c28c,a white man with carrying hair and a beard with a child on his shoulders .
2290,143552697_af27e9acf5,a man riding his bike on a hill .
2291,143552697_af27e9acf5,a man with helmet and backpack standing on dirt bike in a hilly grassy area .
2292,143552697_af27e9acf5,a person rides a motorbike through a grassy field .
2293,143552697_af27e9acf5,man on motorcycle riding in dry field wearing a helmet and backpack
2294,143552697_af27e9acf5,the biker is riding through a grassy plain .
2295,143552829_72b6ba49d4,a boy in a black helmet and red long sleeve shirt rides his motorbike over a rocky stream .
2296,143552829_72b6ba49d4,a man on a motorcycle steers through swampy terrain
2297,143552829_72b6ba49d4,a man rides his bike over rocks and a creek .
2298,143552829_72b6ba49d4,a motocross bike is being ridden between markers in a running stream .
2299,143552829_72b6ba49d4,a person is dirt biking over rocks and water .
2300,1436760519_8d6101a0ed,a black and white dog is jumping up to catch a toy as another dog watches .
2301,1436760519_8d6101a0ed,a black and white dog jomps over another black and white dog to catch a cloth frisbee .
2302,1436760519_8d6101a0ed,a black and white dog leaps for a flying disc while another one watches .
2303,1436760519_8d6101a0ed,the two dogs are playing catch with a red frisbee .
2304,1436760519_8d6101a0ed,the white dog with black spots is catching a red frisbee .
2305,143680442_2f03f76944,a climber is suspended on an overhang that overlooks a tree covered hill .
2306,143680442_2f03f76944,a man is hanging from a cliff while rock climbing high above .
2307,143680442_2f03f76944,a man mountain climbing hanging under a rock
2308,143680442_2f03f76944,a person hangs from a rocky cliff as they try to climb .
2309,143680442_2f03f76944,someone is rock climbing and hanging under the edge of a cliff .
2310,143680966_0010ff8c60,a man wearing a backpack is climbing a rock .
2311,143680966_0010ff8c60,a person climbing a large moss-covered rock
2312,143680966_0010ff8c60,a person in an orange helmet climbs up a sheer cliff face .
2313,143680966_0010ff8c60,a rock climber looks up while traversing a route .
2314,143680966_0010ff8c60,this person is rock climbing .
2315,143684568_3c59299bae,a man standing on a cliff
2316,143684568_3c59299bae,a person is standing at the top of a rocky cliff overlooking land .
2317,143684568_3c59299bae,a person standing on a ciff looking down at plains and trees .
2318,143684568_3c59299bae,a person stands on the top of a cliff as another attempts to climb it .
2319,143684568_3c59299bae,man stands on distant cliff overlooking a green valley .
2320,143688205_630813a466,a climber scales a steep rock face .
2321,143688205_630813a466,a man is climbing a rope up a cliff .
2322,143688205_630813a466,a man using a pink rope to climb down a cliff .
2323,143688205_630813a466,a person is climbing up a rock with a pink rope .
2324,143688205_630813a466,"a person scaling a rocky ledge , with a rope supporting ."
2325,143688283_a96ded20f1,a man in a harness climbing a rock wall
2326,143688283_a96ded20f1,a man with a white shirt and helmet is climbing a mountain .
2327,143688283_a96ded20f1,a man in a white shirt and helmet is using climbing equipment .
2328,143688283_a96ded20f1,a young man wearing a white helmet climbing up a rock wall
2329,143688283_a96ded20f1,man rock climbing looking up the rock
2330,143688895_e837c3bc76,a boy climbing a rock face
2331,143688895_e837c3bc76,a climber is standing on the rock face next to the pink rope .
2332,143688895_e837c3bc76,a man climbing a cliff with a rope .
2333,143688895_e837c3bc76,a man climbs steep rocks .
2334,143688895_e837c3bc76,a man rock climbing in the forest surrounded by light .
2335,1439046601_cf110a75a7,a boy is smiling whilst standing in front of a swimming pool .
2336,1439046601_cf110a75a7,a boy smiles standing in front of a swimming pool .
2337,1439046601_cf110a75a7,a boy standing by a swimming pool
2338,1439046601_cf110a75a7,a kid smiling at the swimming pool
2339,1439046601_cf110a75a7,smiling boy standing near the pool .
2340,1439282131_3814d6ae04,the two dogs are in the water retrieving a stick .
2341,1439282131_3814d6ae04,two dogs are holding the same stick in their mouths while in the water .
2342,1439282131_3814d6ae04,two dogs in the surf holding on to the same stick .
2343,1439282131_3814d6ae04,two dogs in the water fighting over a stick .
2344,1439282131_3814d6ae04,two dogs swimming with a stick .
2345,1440024115_129212c988,a man plays frisbee with his dog .
2346,1440024115_129212c988,a man with a frisbee and a dog in the air with a frisbee in his mouth .
2347,1440024115_129212c988,a tri-colored dog jumps and catches a pink frisbeen that a man in shorts has thrown .
2348,1440024115_129212c988,small dog catching a frisbee .
2349,1440024115_129212c988,"the man and dog , which is leaping into the air , are playing frisbee ."
2350,1443807993_aebfb2784a,a child slides down a colorful slide while another child watches
2351,1443807993_aebfb2784a,a girl going down a slide .
2352,1443807993_aebfb2784a,a girl in a pink shirt slides down an inflatable fun slide .
2353,1443807993_aebfb2784a,a little girl and a little boy playing on a bouncy ride .
2354,1443807993_aebfb2784a,young girl sliding down an inflated slide
2355,1445123245_c7b9db0e0c,a black and tan dog plays with a centipede toy .
2356,1445123245_c7b9db0e0c,"a dog tags a nap on a rug near his favorite toy , a plush centipede ."
2357,1445123245_c7b9db0e0c,a short long haired dog plays with a multi-colored stuffed toy centipede .
2358,1445123245_c7b9db0e0c,a small brown and black dog plays with a colorful caterpillar toy on a tan burbur carpet .
2359,1445123245_c7b9db0e0c,yorkshire terrier plays with multicolor centipede toy .
2360,1445754124_647168f211,a black and white dog climbs a leaning tree trunk .
2361,1445754124_647168f211,a black and white dog is walking up a bent tree .
2362,1445754124_647168f211,a gray dog climbs up a slanted tree .
2363,1445754124_647168f211,a gray dog is climbing up a low tree branch in a park .
2364,1445754124_647168f211,a gray mottled dog stands on the sloping trunk of a tree overlooking a grassy field .
2365,1446053356_a924b4893f,children participate in a sport on a green field while in uniforms .
2366,1446053356_a924b4893f,the young soccer player enjoys the game .
2367,1446053356_a924b4893f,two girls in soccer strips are playing on a sports field .
2368,1446053356_a924b4893f,two girls play on a fenced in field .
2369,1446053356_a924b4893f,two girls wearing black and white uniforms run down a grassy field .
2370,1446933195_8fe9725d62,a black puppy is biting a tree limb .
2371,1446933195_8fe9725d62,a brown puppy chewing on a tree branch .
2372,1446933195_8fe9725d62,a puppy dog is playing with a branch .
2373,1446933195_8fe9725d62,a puppy is gnawing on a plant branch in an uncut grassy area with wood and a barrel nearby .
2374,1446933195_8fe9725d62,a young brown puppy pulls a leafy branch in his teeth in a backyard .
2375,1448511770_1a4a9c453b,a jack russell terrier is measured for distance jumping as he tries to catch a frisbee .
2376,1448511770_1a4a9c453b,a small dog is jumping high in the air to catch a frisbee in front of some bleachers
2377,1448511770_1a4a9c453b,a white dog catches a frisbee in a jumping pool .
2378,1448511770_1a4a9c453b,a white dog jumping in the air to catch a frisbee
2379,1448511770_1a4a9c453b,a white dog jumps really high to get his fribee .
2380,1449370354_380c4123c9,kids running across the grass .
2381,1449370354_380c4123c9,three young boys are running on grass .
2382,1449370354_380c4123c9,"two boys , one wearing glasses , run across grass . third child partially in shot ."
2383,1449370354_380c4123c9,two young boys running on a grassy field
2384,1449370354_380c4123c9,young boys running on grass .
2385,1449625950_fc9a8d02d9,a brown dog and a tan dog are playing in tall grass .
2386,1449625950_fc9a8d02d9,there is a white dog and a chocolate colored dog running in the grass .
2387,1449625950_fc9a8d02d9,two dogs are playing together in the grass .
2388,1449625950_fc9a8d02d9,two dogs play in a grassy field .
2389,1449625950_fc9a8d02d9,two dogs running on grass .
2390,1449692616_60507875fb,a girl takes a picture with her hand over the camera lens .
2391,1449692616_60507875fb,a little girl holding a camera .
2392,1449692616_60507875fb,a small child wearing a grey and purple shirt playing with a black camera .
2393,1449692616_60507875fb,little girl looking through a camera .
2394,1449692616_60507875fb,thie little girl is taking a picture with a camera .
2395,1452361926_6d8c535e32,a boy sits in a toy car while drinking from his sippy cup .
2396,1452361926_6d8c535e32,a toddler drinking from a cup in a toy car .
2397,1452361926_6d8c535e32,a toddler in a red toy car drinks from a juice cup
2398,1452361926_6d8c535e32,the boy sits in his toy car sipping from a cup .
2399,1452361926_6d8c535e32,the child sits in a toy car and drinks from a sippy cup .
2400,1453366750_6e8cf601bf,two children are shown upside down .
2401,1453366750_6e8cf601bf,two girls lay upside down on their bed .
2402,1453366750_6e8cf601bf,two kids laying on a bed upside down
2403,1453366750_6e8cf601bf,two teen girls hang playfully from the side of the bed
2404,1453366750_6e8cf601bf,two women are laying upside down on a white bed .
2405,1454678644_7e5a371301,a big black dog chases a big brown dog with a green object in his mouth while another big brown dog tags behind .
2406,1454678644_7e5a371301,a brown dog holds an object in its mouth while a black dog tries to take it away . another brown dog looks on .
2407,1454678644_7e5a371301,three dogs fight for a green chew toy on a stone walkway .
2408,1454678644_7e5a371301,three dogs running together on a paved walkway .
2409,1454678644_7e5a371301,two dogs chase a third dog with a toy .
2410,1454841725_4b6e6199e2,a group of young girls smiling with a large crowd behind them
2411,1454841725_4b6e6199e2,four girls pose in front of a crowd .
2412,1454841725_4b6e6199e2,four young girls pose for a picture at school
2413,1454841725_4b6e6199e2,four young girls posing for the camera .
2414,1454841725_4b6e6199e2,some young girls standing in a group some with their arms around each other .
2415,1456393634_74022d9056,a boy doing a handstand on the beach .
2416,1456393634_74022d9056,a child does a handstand on the sand at the beach .
2417,1456393634_74022d9056,a child doing a handstand on the beach .
2418,1456393634_74022d9056,a little boy does a cartwheel on the beach .
2419,1456393634_74022d9056,a little boy doing a handstand on the beach .
2420,1456630952_dd4778a48f,a boy is catching an orange frisbee in front of a wooden gate .
2421,1456630952_dd4778a48f,a boy is trying to catch a frisbee in a field .
2422,1456630952_dd4778a48f,a boy plays outside near a wooden fence .
2423,1456630952_dd4778a48f,a child in a blue cap is near an unpainted wooden fence .
2424,1456630952_dd4778a48f,a little boy stops a frisbee with his face outside .
2425,145721496_687af9bb18,a bird is standing on a rock overlooking a waterfall .
2426,145721496_687af9bb18,a bird watches the waves crash over the rocks .
2427,145721496_687af9bb18,a long-necked bird standing on a rock with waves crashing in the background .
2428,145721496_687af9bb18,a long-necked bird standing on rocks by river rapids .
2429,145721496_687af9bb18,an egret stands on a rock at the edge of a river .
2430,145721498_a27d2db576,a man in a blue canoe battling through rough waves
2431,145721498_a27d2db576,a man kayaks through rough water .
2432,145721498_a27d2db576,a man rows a blue kayak through white water rapids .
2433,145721498_a27d2db576,man paddling in blue kayak in the water .
2434,145721498_a27d2db576,the kayaker braces himself as he goes down the river .
2435,1457762320_7fe121b285,a group of bicyclists getting ready for a ride .
2436,1457762320_7fe121b285,a group of cyclists is pausing nearby a green and tan sign .
2437,1457762320_7fe121b285,a group of men are standing around and drinking water with their bikes .
2438,1457762320_7fe121b285,a group of men chat and drink water from water bottles while standing by their bicycles .
2439,1457762320_7fe121b285,men in athletic clothing stand near bicycles .
2440,1459032057_97e73ed6ab,a girl in a striped shirt holds a bun to her mouth .
2441,1459032057_97e73ed6ab,a girl with a striped shirt with bread in hands in front of mouth .
2442,1459032057_97e73ed6ab,a little girl is eating a piece of bread .
2443,1459032057_97e73ed6ab,the little girl in the striped shirt is eating some bread .
2444,1459032057_97e73ed6ab,this girl is eating a piece of bread in her striped shirt .
2445,1459250022_bf1eddad11,a band of cellos and violins playing in front of a crowd at the market gallery .
2446,1459250022_bf1eddad11,an orchestra performs .
2447,1459250022_bf1eddad11,five people playing string instruments in public .
2448,1459250022_bf1eddad11,many people are performing music in front of an audience .
2449,1459250022_bf1eddad11,the string quintet plays for an audience .
2450,1460352062_d64fb633e0,a girl in sunglasses sits in the branches of a tree .
2451,1460352062_d64fb633e0,a woman in jeans and a tank top is sitting in the middle of a tree in bloom .
2452,1460352062_d64fb633e0,a woman sits up in the tree looking down .
2453,1460352062_d64fb633e0,girl is sitting high up in a tree .
2454,1460352062_d64fb633e0,the barefoot woman in sunglasses sits in the tree .
2455,1460500597_866fa0c6f3,a man is sitting in room made up of wood panelling .
2456,1460500597_866fa0c6f3,a man sits at a table in a room .
2457,1460500597_866fa0c6f3,man sitting at a table in a restaurant .
2458,1460500597_866fa0c6f3,the man in the button up shirt is sitting at a table .
2459,1460500597_866fa0c6f3,there is a man sitting in a restaurant at night .
2460,146098876_0d99d7fb98,a boy and three girls in blue school uniforms walk down a dirt-covered road .
2461,146098876_0d99d7fb98,a group of children in blue uniforms walk to class .
2462,146098876_0d99d7fb98,four children in uniforms stand in front of palm trees .
2463,146098876_0d99d7fb98,four teens in school uniforms walk down a tropical road .
2464,146098876_0d99d7fb98,group of school children in blue school uniforms .
2465,146100443_906d87faa2,a girl and two boys dressed up for halloween .
2466,146100443_906d87faa2,a girl wearing a costume leans over as other children look on .
2467,146100443_906d87faa2,a young girl with her face painted stands next to some other children .
2468,146100443_906d87faa2,kids are dressed in costume and playing a game .
2469,146100443_906d87faa2,"one child with a flower painted on her head , is wearing a red glittery outfit with a shawl and gloves , while her companion with a hat looks on ."
2470,1461329041_c623b06e5b,the two ladies are riding bicycles near the beach .
